STT,MaSo,Thuoc,dvt,dongia,tondauky_sl,tondauky_thanhtien,nhaptrongky_sl,nhaptrongky_thanhtien,xuattrongky_sl,xuattrongky_thanhtien,toncuoiky_sl,toncuoiky_thanhtien,thang,nam,hoatchat_dvt
377,LEV001,"Levonor 1mg/ml [Nor-epinephrin (Nor- adrenalin)](Lô:),Date 171119)'HSX:Warsaw Pharmaceutical Works Polfa S.A' 'NSX:Ba Lan",ống,31500,561,17671500,0,0,16,504000,545,17167500,1,2019,
378,LIDO01,"Lidocain Kabi 2ml 0.02 [Lidocain (hydroclorid)](Lô:86MHA036),Date 070821)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,413,983,405979,0,0,378,156114,605,249865,1,2019,
379,LIN001,"Linod 600mg/ 300ml [Linezolid*](Lô:A18F036N),Date 240120)'HSX:Ahlcon Parenterals(I) Ltd.' 'NSX:India",chai,195600,43,8410800,0,0,0,0,43,8410800,1,2019,
380,LINZ01,"Linzolid 600 IV Infusion 600mg/300ml [Linezolid*](Lô:010220),Date 010220)'HSX:Incepta Pharmaceuticals Ltd.,' 'NSX:Bangladesh",Chai,420000,0,0,40,16800000,0,0,40,16800000,1,2019,
381,LIP0012,"Lipitor 10mg [Atorvastatin](Lô:X75871),Date 010421)'HSX:Pfizer Pharmaceuticals LLC, Packed by Pfizer Manufacturing Deutschland GmbH' 'NSX:USA; Đóng gói: Germany",viên,15941,3,47823,0,0,3,47823,0,0,1,2019,
382,LIPI01,"Lipitor 20mg [Atorvastatin](Lô:22007),Date 010321)'HSX:Pfizer Pharmaceuticals LLC ; Đóng gói và xuất xưởng: Pfizer Manufacturing Deutschland GmbH' 'NSX:Mỹ; Đóng gói: Đức",Viên,15941,346,5515586,0,0,344,5483704,2,31882,1,2019,
383,LIPI01,"Lipitor 20mg [Atorvastatin](Lô:AG7173),Date 010921)'HSX:Pfizer Pharmaceuticals LLC ; Đóng gói và xuất xưởng: Pfizer Manufacturing Deutschland GmbH' 'NSX:Mỹ; Đóng gói: Đức",Viên,15941,0,0,1800,28693799,0,0,1800,28693799,1,2019,
384,LIP0013,"Lipitor 40mg [Atorvastatin](Lô:W43938),Date 010919)'HSX:Pfizer Pharmaceuticals LLC, Packed by Pfizer Manufacturing Deutschland GmbH' 'NSX:USA; Đóng gói: Germany",viên,22778,300,6833400,0,0,198,4510044,102,2323356,1,2019,
385,LIP0032,"Lipofundin MCT/LCT 10%, 250ml [Nhũ dịch lipid](Lô:18232801),Date 010620)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,142800,1,142800,0,0,0,0,1,142800,1,2019,
386,LIP0032,"Lipofundin MCT/LCT 10%, 250ml [Nhũ dịch lipid](Lô:183238082),Date 010820)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,142800,30,4284000,0,0,0,0,30,4284000,1,2019,
387,LIP0031,"Lipofundin MCT/LCT 10%, 500ml [Nhũ dịch lipid](Lô:173538082),Date 010819)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,163800,12,1965600,0,0,0,0,12,1965600,1,2019,
388,LIP0033,"Lipofundin MCT/LCT 10%, 500ml [Nhũ dịch lipid](Lô:174148082),Date 011019)'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,191000,30,5730000,0,0,0,0,30,5730000,1,2019,
389,LIZO01,"Lizolid 600mg [Linezolid*](Lô:10180422),Date 200220)'HSX:Glenmark Pharmaceuticals Ltd.' 'NSX:India",Viên,18500,200,3700000,400,7400000,22,407000,578,10693000,1,2019,
390,LOC001,"Lọc khuẩn làm ẩm (3 chức năng) (Lô:),Date )'HSX:Suzhou Yudu' 'NSX:CHINA",cái,21000,50,1050000,0,0,44,924000,6,126000,1,2019,
391,\,"Lovenox 40mg/0,4ml (4000 anti-Xa IU/0,4ml) [Enoxaparin (natri)](Lô:8S815),Date 010720)'HSX:Sanofi Winthrop Industrie' 'NSX:France",bơm tiêm,85380.8,0,0,10,853808,0,0,10,853808,1,2019,
392,LOV0012,"Lovenox 60mg/0,6ml (6000 anti-Xa IU/0,6ml) [Enoxaparin (natri)](Lô:8S351),Date 010320)'HSX:Sanofi Winthrop Industrie' 'NSX:France",bơm tiêm,113162.7,35,3960694.5,40,4526508,30,3394881,45,5092321.5,1,2019,
393,LOV0012,"Lovenox 60mg/0,6ml (6000 anti-Xa IU/0,6ml) [Enoxaparin (natri)](Lô:8S749),Date 010720)'HSX:Sanofi Winthrop Industrie' 'NSX:France",bơm tiêm,113162.7,0,0,20,2263254,0,0,20,2263254,1,2019,
394,MABT01,"Mabthera (500mg)[CHƯA ĐƯỢC SỬ DỤNG] 10mg/ml x 50ml [Rituximab](Lô:H0930B05),Date 251220)'HSX:Cơ sở sản xuất: Roche Diagnostics GmbH, Đức; Cơ sở đóng gói: F. Hoffmann-La Roche Ltd, Thụy Sĩ' 'NSX:Germany",Lọ,25604129.25,0,0,20,512082585,0,0,20,512082585,1,2019,rituximab_500mg_50ml_lo
395,MAB0012,"Mabthera 100mg/10ml [Rituximab](Lô:H0238B17),Date 240220)'HSX:Roche Diagnostics Gmbh' 'NSX:Germany",lọ,7970812,0,0,20,159416240,9,71737308,11,87678932,1,2019,
396,MAB0012,"Mabthera 100mg/10ml [Rituximab](Lô:H0266B07),Date 260920)'HSX:Roche Diagnostics Gmbh' 'NSX:Germany",lọ,7970812,25,199270300,0,0,25,199270300,0,0,1,2019,
397,MAB0013,"Mabthera 500mg/50ml [Rituximab](Lô:H0925B06),Date 191020)'HSX:Roche Diagnostics Gmbh' 'NSX:Germany",lọ,32995305,2,65990610,0,0,2,65990610,0,0,1,2019,rituximab_500mg_50ml_lo
398,MAB0013,"Mabthera 500mg/50ml [Rituximab](Lô:H0930B05),Date 251220)'HSX:Roche Diagnostics Gmbh' 'NSX:Germany",lọ,25604129.27,0,0,15,384061939,15,384061939,0,0,1,2019,rituximab_500mg_50ml_lo
399,MAB0013,"Mabthera 500mg/50ml [Rituximab](Lô:H0930B05),Date 251220)'HSX:Roche Diagnostics Gmbh' 'NSX:Germany",lọ,32995305,10,329953050,0,0,10,329953050,0,0,1,2019,rituximab_500mg_50ml_lo
400,MAGN01,"Magnesi B6 5mg + 470mg [Vitamin B6 + magnesi (lactat) ](Lô:6618),Date 051121)'HSX:S. Pharm' 'NSX:Việt Nam",Viên,115.99,3527,409108.82,0,0,3527,409108.82,0,0,1,2019,
401,MAGN01,"Magnesi B6 5mg + 470mg [Vitamin B6 + magnesi (lactat) ](Lô:7018),Date 061221)'HSX:S. Pharm' 'NSX:Việt Nam",Viên,115.99,1000,115993.5,0,0,1000,115993.5,0,0,1,2019,
402,MAGN01,"Magnesi B6 5mg + 470mg [Vitamin B6 + magnesi (lactat) ](Lô:7318),Date 221221)'HSX:S. Pharm' 'NSX:Việt Nam",Viên,115.99,0,0,5000,579968,729,84559.33,4271,495408.67,1,2019,
403,MAGN01,"Magnesi B6 5mg + 470mg [Vitamin B6 + magnesi (lactat) ](Lô:7618),Date 281221)'HSX:S. Pharm' 'NSX:Việt Nam",Viên,115.99,0,0,1500,173990.5,0,0,1500,173990.5,1,2019,
404,MAGN02,"Magnesi sulfat Kabi 15% 1,5g/10ml [Magnesi sulfat](Lô:86MKA028),Date 021021)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,2520,490,1234800,0,0,297,748440,193,486360,1,2019,
405,MAGN02,"Magnesi sulfat Kabi 15% 1,5g/10ml [Magnesi sulfat](Lô:86MLA031),Date 061121)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,2520,0,0,600,1512000,0,0,600,1512000,1,2019,
406,MAN001,"Màng phim dán phẩu thuật (Lô:),Date )'HSX:3M Health care' 'NSX:USA",miếng,95000,50,4750000,0,0,0,0,50,4750000,1,2019,
407,MAN0099,"Mannitol 20g/100ml, 20% [Manitol](Lô:),Date 141120)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",chai,17745,42,745290,0,0,0,0,42,745290,1,2019,
408,MAS001,"Mask gây mê các số:4,5, 3, (Lô:),Date )'HSX:Great Mountain' 'NSX:Anh",cái,25200,20,504000,0,0,0,0,20,504000,1,2019,
409,MAS002,"Mask oxy có túi người lớn (Lô:),Date )'HSX:Ningbo Greatmed' 'NSX:Trung Quốc",sợi,12600,0,0,200,2520000,0,0,200,2520000,1,2019,
410,MAS002,"Mask oxy có túi người lớn (Lô:),Date )'HSX:Ningbo Greatmed' 'NSX:Trung Quốc",sợi,13125,83,1089375,0,0,27,354375,56,735000,1,2019,
411,MAS003,"Mask oxy khí dung các size S,M, L, XL (Lô:),Date )'HSX:Suzhou Yudu' 'NSX:Trung Quốc",sợi,11550,200,2310000,0,0,0,0,200,2310000,1,2019,
412,MAS003,"Mask oxy khí dung các size S,M, L, XL (Lô:),Date )'HSX:Suzhou Yudu' 'NSX:Trung Quốc",sợi,12915,179,2311785,0,0,27,348705,152,1963080,1,2019,
413,MAS004,"Mask oxy người lớn không túi (Lô:),Date )'HSX:Ningbo Greatmed' 'NSX:Trung Quốc",sợi,9975,46,458850,0,0,0,0,46,458850,1,2019,
414,MAS005,"Mask oxy trẻ em có túi (Lô:),Date )'HSX:Ningbo Greatmed' 'NSX:Trung Quốc",cái,13125,42,551250,0,0,1,13125,41,538125,1,2019,
415,MAS005,"Mask oxy trẻ em có túi (Lô:),Date )'HSX:Ningbo Greatmed' 'NSX:Trung Quốc",cái,13250.66,60,795039.34,0,0,0,0,60,795039.34,1,2019,
416,MEDE01,"Medexa 16mg [Methyl prednisolon](Lô:49H0427),Date 010722)'HSX:PT. Dexa Medica' 'NSX:Indonesia",Viên,2568,6603,16956504,21000,53928000,14909,38286312,12694,32598192,1,2019,methylprednisolon_16_vien
417,MEDE02,"Medexa 4mg [Methyl prednisolon](Lô:4910176),Date 010422)'HSX:PT. Dexa Medica' 'NSX:Indonesia",Viên,856,2382,2038992,10000,8560000,12382,10598992,0,0,1,2019,methylprednisolon_4_vien
418,MEDE02,"Medexa 4mg [Methyl prednisolon](Lô:49H0413),Date 010722)'HSX:PT. Dexa Medica' 'NSX:Indonesia",Viên,856,0,0,20000,17120000,3114,2665584,16886,14454416,1,2019,methylprednisolon_4_vien
419,MEDR02,"Medrol 16mg [Methyl prednisolon](Lô:W88713),Date 010220)'HSX:Pfizer Italia S.r.l' 'NSX:Ý",Viên,3672,15060,55300317.2,11520,42301438,0,0,26580,97601755.2,1,2019,methylprednisolon_16_vien
420,MEDR01,"Medrol 4mg [Methyl prednisolon](Lô:W14324),Date 011120)'HSX:Pfizer Italia S.r.l' 'NSX:Ý",Viên,983,19200,18873597,24000,23591996,0,0,43200,42465593,1,2019,methylprednisolon_4_vien
421,MED003,"Medsamic 250mg/5ml [Tranexamic acid](Lô:A905AH),Date 010923)'HSX:Medochemie Ltd.' 'NSX:Cyprus",ống,9430,391,3687129.47,0,0,313,2951589.58,78,735539.89,1,2019,
422,MED003,"Medsamic 250mg/5ml [Tranexamic acid](Lô:A906AH),Date 010923)'HSX:Medochemie Ltd.' 'NSX:Cyprus",ống,9430,0,0,460,4337800,0,0,460,4337800,1,2019,
423,MEFO01,"Mefomid 850mg [Metformin](Lô:18006),Date 250721)'HSX:Công ty cổ phần Dược - TTBYT Bình Định (Bidiphar)' 'NSX:Việt Nam",Viên,249,390,97109,0,0,211,52538.46,179,44570.54,1,2019,
424,MEFO01,"Mefomid 850mg [Metformin](Lô:18006),Date 250721)'HSX:Công ty cổ phần Dược - TTBYT Bình Định (Bidiphar)' 'NSX:Việt Nam",Viên,249,147,36603,0,0,147,36603,0,0,1,2019,
425,MER0025,"Meronem 1g [Meropenem (dưới dạng meropenem trihydrat)](Lô:PB295),Date 011221)'HSX:ACS Dobfar S.P.A; cơ sở đóng gói 1:Zambon Switzerland Ltd./ cơ sở đóng gói 2: AstraZeneca UK Limited' 'NSX:Ý, đóng gói tại Thụy Sỹ, Anh",lọ,683163.99,0,0,180,122969519,180,122969519,0,0,1,2019,meropenem_1g_lo
426,MER0025,"Meronem 1g [Meropenem (dưới dạng meropenem trihydrat)](Lô:PB295),Date 011221)'HSX:ACS Dobfar S.P.A; cơ sở đóng gói 1:Zambon Switzerland Ltd./ cơ sở đóng gói 2: AstraZeneca UK Limited' 'NSX:Ý, đóng gói tại Thụy Sỹ, Anh",lọ,683164,290,198117560,720,491878080,519,354562116,491,335433524,1,2019,meropenem_1g_lo
427,MER0025,"Meronem 1g [Meropenem (dưới dạng meropenem trihydrat)](Lô:PK582),Date 010722)'HSX:ACS Dobfar S.P.A; cơ sở đóng gói 1:Zambon Switzerland Ltd./ cơ sở đóng gói 2: AstraZeneca UK Limited' 'NSX:Ý, đóng gói tại Thụy Sỹ, Anh",lọ,683164,0,0,480,327918719,0,0,480,327918719,1,2019,meropenem_1g_lo
428,MER0025,"Meronem 1g [Meropenem (dưới dạng meropenem trihydrat)](Lô:PK582),Date 010722)'HSX:ACS Dobfar S.P.A; cơ sở đóng gói 1:Zambon Switzerland Ltd./ cơ sở đóng gói 2: AstraZeneca UK Limited' 'NSX:Ý, đóng gói tại Thụy Sỹ, Anh",lọ,683164,0,0,600,409898400,0,0,600,409898400,1,2019,meropenem_1g_lo
429,MER0024,"Meronem 500mg [Meropenem (dưới dạng meropenem trihydrat)](Lô:4818J22),Date 011021)'HSX:ACS Dobfar S.P.A; cơ sở đóng gói 1:Zambon Switzerland Ltd./ cơ sở đóng gói 2: AstraZeneca UK Limited' 'NSX:Ý, đóng gói tại Thụy Sỹ, Anh",lọ,394717,1,394717,390,153939630,32,12630944,359,141703403,1,2019,
430,MER0023,"Meropenem Kabi 1g [Meropenem](Lô:MVN1038),Date 310521)'HSX:Facta Farmaceutici S.P.A.' 'NSX:Italy",lọ,158900,200,31779999,0,0,3,476699.99,197,31303299.02,1,2019,meropenem_1g_lo
431,MER003,"MerugoldI.V 1g [Meropenem*](Lô:),Date 311020)'HSX:Công ty TNHH Dược phẩm Hùng Thịnh' 'NSX:Italy",lọ,257000,843,216651000,0,0,42,10794000,801,205857000,1,2019,meropenem_1g_lo
432,MET001,"Methobel 1g [Methotrexat](Lô:30217),Date 010219)'HSX:Belmedpreparaty  RUE' 'NSX:Belarus",lọ,860000,1,860000,0,0,0,0,1,860000,1,2019,
433,METH02,"Methotrexat - Belmed 1g [Methotrexat](Lô:040518),Date 010520)'HSX:Belmedpreparaty  RUE' 'NSX:Belarus",Lọ,898999.97,0,0,39,35060999,2,1797999.95,37,33262999.05,1,2019,
434,METH02,"Methotrexat - Belmed 1g [Methotrexat](Lô:040518),Date 010520)'HSX:Belmedpreparaty  RUE' 'NSX:Belarus",Lọ,899000,91,81809000,0,0,91,81809000,0,0,1,2019,
435,METH02,"Methotrexat - Belmed 1g [Methotrexat](Lô:101218),Date 011220)'HSX:Belmedpreparaty  RUE' 'NSX:Belarus",Lọ,898999.99,0,0,161,144738999,0,0,161,144738999,1,2019,
436,METH02,"Methotrexat - Belmed 1g [Methotrexat](Lô:101218),Date 011220)'HSX:Belmedpreparaty  RUE' 'NSX:Belarus",Lọ,899000,0,0,100,89900000,0,0,100,89900000,1,2019,
437,METH01,"Methotrexat Bidiphar 50mg [Methotrexat](Lô:18017),Date 171020)'HSX:Công ty cổ phần Dược - TTBYT Bình Định (Bidiphar)' 'NSX:Việt Nam",Lọ,63798,54,3445092,0,0,8,510384,46,2934708,1,2019,
438,METH01,"Methotrexat Bidiphar 50mg [Methotrexat](Lô:18024),Date 091120)'HSX:Công ty cổ phần Dược - TTBYT Bình Định (Bidiphar)' 'NSX:Việt Nam",Lọ,63798,500,31899000,0,0,0,0,500,31899000,1,2019,
439,MET002,"Metoclopramid Kabi 10mg [Metoclopramid](Lô:86LEA008),Date 100520)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",ống,1994,120,239280,0,0,31,61814,89,177466,1,2019,
440,MET002,"Metoclopramid Kabi 10mg [Metoclopramid](Lô:86LEA008),Date 100520)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",ống,1994,8,15952.03,0,0,8,15952.03,0,0,1,2019,
441,DIC003,"Metronidazol 500mg/100ml [Metronidazol](Lô:173867741),Date 220920)'HSX:Công ty TNHH B. Braun Việt Nam' 'NSX:Việt Nam",chai/túi,8925,8,71400,0,0,0,0,8,71400,1,2019,
442,METR01,"Metronidazol Kabi 500mg/100ml [Metronidazol](Lô:86MFN024),Date 290621)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar.' 'NSX:Việt Nam",Chai nhựa PPKB,8820,120,1058400,0,0,0,0,120,1058400,1,2019,
443,MID0011,"Midazolam - hameln 5mg/1ml [Midazolam](Lô:806069),Date 280221)'HSX:Hameln Pharmaceuticals GmbH' 'NSX:Germany",ống,18480,159,2938320,0,0,153,2827440,6,110880,1,2019,
444,MID0011,"Midazolam - hameln 5mg/1ml [Midazolam](Lô:812071),Date 310321)'HSX:Hameln Pharmaceuticals GmbH' 'NSX:Germany",ống,18480,100,1848000,0,0,0,0,100,1848000,1,2019,
445,MIDA01,"Midazolam - hameln 5mg/1ml [Midazolam](Lô:830056),Date 310721)'HSX:Hameln Pharmaceutical GmbH' 'NSX:Đức",Ống,18480,0,0,500,9240000,0,0,500,9240000,1,2019,
446,MIE001,"Miếng dán chống nhiễm khuẩn chứa Chlohexine Gluconate Biopatch 92mg (Lô:2611149),Date 311219)'HSX:Johnson& Johnson' 'NSX:Anh",miếng,143220,68,9738960,300,42966000,32,4583040,336,48121920,1,2019,
447,MIN001,"MINI-Spike V Filter with 0.45 uM (Lô:18B06A8131),Date 060223)'HSX:B.Braun' 'NSX:Germany",cái,25147.5,34,855015,0,0,13,326917.5,21,528097.5,1,2019,
448,MITO02,"Mitoxgen 20mg [Mitoxantron](Lô:1810849-1),Date 010220)'HSX:Laboratorios IMA S.A.I.C.' 'NSX:Argentina",Lọ,1330000,25,33250000,0,0,12,15960000,13,17290000,1,2019,
449,MITO02,"Mitoxgen 20mg [Mitoxantron](Lô:1810849-1),Date 010220)'HSX:Laboratorios IMA S.A.I.C.' 'NSX:Argentina",Lọ,1333000,100,133300000,0,0,0,0,100,133300000,1,2019,
450,MIXT01,"Mixtard 30 100IU/ml [Insulin trộn, hỗn hợp (Mixtard-acting, Dual-acting)](Lô:HS66S30),Date 011120)'HSX:Novo Nordisk A/S' 'NSX:Đan Mạch",Lọ,100999.5,10,1009995,0,0,0,0,10,1009995,1,2019,
451,MOR0011,"Morihepamin 7,58%, 200ml [Acid amin*](Lô:),Date 150221)'HSX:AY Pharmaceuticals Co., LTD.' 'NSX:JAPAN",túi,116631.9,52,6064858.8,0,0,0,0,52,6064858.8,1,2019,
452,MOR002,"Morphin 10mg/ml [Morphin (hydroclorid, sulfat)](Lô:50218),Date 020221)'HSX:Chi nhánh công ty  cổ phần dược phẩm trung ương Vidipha tai Bình Dương' 'NSX:Việt Nam",ống,6733.13,12,80797.5,0,0,2,13466.25,10,67331.25,1,2019,
453,MUTA01,"Mutastyl 200mg [N-acetylcystein](Lô:01518),Date 211221)'HSX:Công ty cổ phần dược phẩm Trung ương 2' 'NSX:Việt Nam",Gói,425,0,0,1500,637500,14,5950,1486,631550,1,2019,
454,NATR04,"Natri bicarbonat 250ml 1,4% [Natri hydrocarbonat (natri bicarbonat)](Lô:86MHG010),Date 240821)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,31973,252,8057196,400,12789200,223,7129979,429,13716417,1,2019,
455,NATR03,"Natri bicarbonat 500ml 1,4% [Natri hydrocarbonat (natri bicarbonat)](Lô:86MHG010),Date 120821)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,39953,86,3435958,1004,40112812,805,32162165,285,11386605,1,2019,
456,NAT012,"Natri Chloride (Sodium Chloride) 10% 100ml [Natri clorid](Lô:18005AN),Date 110621)'HSX:Mekophar' 'NSX:Việt Nam",chai,13610,50,680500,0,0,31,421910,19,258590,1,2019,
457,NATR05,"Natri clorid (Fresenius) 100ml 0,9% [Natri clorid](Lô:86MIN073),Date 070921)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,7665,0,0,0,0,0,0,0,0,1,2019,
458,NATR05,"Natri clorid (Fresenius) 100ml 0,9% [Natri clorid](Lô:86MKN086),Date 131021)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,7665,63,482895,0,0,63,482895,0,0,1,2019,
459,NATR05,"Natri clorid (Fresenius) 100ml 0,9% [Natri clorid](Lô:86MLN02),Date 211121)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,7665,0,0,400,3066000,400,3066000,0,0,1,2019,
460,NATR05,"Natri clorid (Fresenius) 100ml 0,9% [Natri clorid](Lô:86MLN088),Date 171121)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,7665,240,1839600,0,0,240,1839600,0,0,1,2019,
461,NATR05,"Natri clorid (Fresenius) 100ml 0,9% [Natri clorid](Lô:86MLN095),Date 241121)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,7665,0,0,160,1226400,137,1050105,23,176295,1,2019,
462,NATR05,"Natri clorid (Fresenius) 100ml 0,9% [Natri clorid](Lô:86MLN101),Date 291121)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,7665,0,0,320,2452800,0,0,320,2452800,1,2019,
463,NATR09,"Natri clorid (Fresenius) 250ml 0,9% [Natri clorid](Lô:86MGN029),Date 180721)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,8400,233,1957200,0,0,233,1957200,0,0,1,2019,
464,NATR09,"Natri clorid (Fresenius) 250ml 0,9% [Natri clorid](Lô:86MKN034),Date 031021)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,8400,150,1260000,0,0,150,1260000,0,0,1,2019,
465,NATR09,"Natri clorid (Fresenius) 250ml 0,9% [Natri clorid](Lô:86MLN036),Date 161121)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,8400,0,0,270,2268000,76,638400,194,1629600,1,2019,
466,NATR09,"Natri clorid (Fresenius) 250ml 0,9% [Natri clorid](Lô:86MMN039),Date 071221)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,8400,0,0,90,756000,0,0,90,756000,1,2019,
467,NATR09,"Natri clorid (Fresenius) 250ml 0,9% [Natri clorid](Lô:86MMN041),Date 081221)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,8400,0,0,150,1260000,0,0,150,1260000,1,2019,
468,NATR02,"Natri clorid (Fresenius) 500ml 0,9% [Natri clorid](Lô:86MIN174),Date 290921)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,8925,0,0,0,0,0,0,0,0,1,2019,"natri_clorid_0,9%_500ml_chai"
469,NATR02,"Natri clorid (Fresenius) 500ml 0,9% [Natri clorid](Lô:86MKE385),Date 231021)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,8925,0,0,0,0,0,0,0,0,1,2019,"natri_clorid_0,9%_500ml_chai"
470,NATR02,"Natri clorid (Fresenius) 500ml 0,9% [Natri clorid](Lô:86MKE390),Date 251021)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,8925,1972,17600100,0,0,1972,17600100,0,0,1,2019,"natri_clorid_0,9%_500ml_chai"
471,NATR02,"Natri clorid (Fresenius) 500ml 0,9% [Natri clorid](Lô:86MLE408),Date 011121)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,8925,0,0,1000,8925000,1000,8925000,0,0,1,2019,"natri_clorid_0,9%_500ml_chai"
472,NATR02,"Natri clorid (Fresenius) 500ml 0,9% [Natri clorid](Lô:86MLE436),Date 161121)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,8925,0,0,1500,13387500,1500,13387500,0,0,1,2019,"natri_clorid_0,9%_500ml_chai"
473,NATR02,"Natri clorid (Fresenius) 500ml 0,9% [Natri clorid](Lô:86MLE448),Date 201121)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,8925,0,0,1000,8925000,1000,8925000,0,0,1,2019,"natri_clorid_0,9%_500ml_chai"
474,NATR02,"Natri clorid (Fresenius) 500ml 0,9% [Natri clorid](Lô:86MME470),Date 011221)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,8925,0,0,1000,8925000,1000,8925000,0,0,1,2019,"natri_clorid_0,9%_500ml_chai"
475,NATR02,"Natri clorid (Fresenius) 500ml 0,9% [Natri clorid](Lô:86MMN195),Date 101221)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,8925,0,0,3500,31237500,447,3989475,3053,27248025,1,2019,"natri_clorid_0,9%_500ml_chai"
476,DIC004,"Natri clorid + Glucose 0,18% + 4,3%  500ml [Natri clorid + dextrose/glucose](Lô:174517741),Date 051120)'HSX:Công ty TNHH B. Braun Việt Nam' 'NSX:Việt Nam",chai,13650,15,204750,0,0,0,0,15,204750,1,2019,
477,DIC005,"Natri clorid 0,45% 500ml 0,45% [Natri clorid](Lô:173047741),Date 260720)'HSX:Công ty TNHH B. Braun Việt Nam' 'NSX:Việt Nam",chai,11466,30,343980,0,0,0,0,30,343980,1,2019,
478,NATR07,"Natri clorid 0,9% 10 ml (Nhỏ mắt, nhỏ mũi) 90mg [Natri clorid](Lô:18214),Date 250721)'HSX:Công ty cổ phần Dược - TTBYT Bình Định (Bidiphar)' 'NSX:Việt Nam",Lọ,1491,46,68586,0,0,41,61131,5,7455,1,2019,
479,NATR07,"Natri clorid 0,9% 10 ml (Nhỏ mắt, nhỏ mũi) 90mg [Natri clorid](Lô:18286),Date 280921)'HSX:Công ty cổ phần Dược - TTBYT Bình Định (Bidiphar)' 'NSX:Việt Nam",Lọ,1491,0,0,200,298200,0,0,200,298200,1,2019,
480,NATR10,"Natri clorid 250ml 10% [Natri clorid](Lô:86MCN001),Date 300321)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,10017,0,0,30,300510,1,10017,29,290493,1,2019,
481,NATR10,"Natri clorid 250ml 10% [Natri clorid](Lô:86MHN002),Date 310821)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,10017,0,0,60,601020,0,0,60,601020,1,2019,
482,NAT007,"Natrilix SR (782) 1,5mg [Indapamid](Lô:636073),Date 011219)'HSX:Les Laboratoires Servier Industrie' 'NSX:France",viên,3265,109,355885,0,0,14,45710,95,310175,1,2019,
483,NAT010,"Natrilix SR 1,5mg [Indapamid](Lô:636076),Date 011219)'HSX:Les Laboratoires Servier Industrie' 'NSX:France",viên,3265,2910,9501150,0,0,94,306910,2816,9194240,1,2019,
484,NEOA01,"Neoamiyu 200ml 6,1% [Acid amin* ](Lô:7M006B),Date 151120)'HSX:Ay Pharmaceuticals Co., Ltd' 'NSX:Nhật",Túi,116257.1,10,1162571,0,0,4,465028.4,6,697542.6,1,2019,
