"","ma","thuoc","ThuongMai","dvt","hoatchat","nhomBD","nhomdieutri","tondauky_sl","tondauky_thanhtien","nhaptrongky_sl","nhaptrongky_thanhtien","xuattrongky_sl","xuattrongky_thanhtien","toncuoiky_sl","toncuoiky_thanhtien","thang","nam"
"13609","OLNT2","oliclinomel n7-1000 e
 *, 10% + 40% + 20%
 ,túi (baxter s.a,belgium) 16g05n23, 30/06/2018","oliclinomel_n7","tui","acid_amin",2,47,56,48159964.52,0,0,56,48159964.52,0,0,6,2017
"13610","OLNT2","oliclinomel n7-1000 e
 *, 10% + 40% + 20%
 ,túi (baxter s.a,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,105,90299932.21,180,154799885,90,77399941.94,195,167699875.27,3,2017
"13611","OLNT2","oliclinomel n7-1000 e
 *, 10% + 40% + 20%
 ,túi (baxter s.a,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,138,118679912.32,0,0,82,70519947.8,56,48159964.52,5,2017
"13612","OLIC01","OliClinomel N7-1000 E 10% + 40% + 20% [Acid amin + glucose + lipid (*) ](Lô:),Date )'HSX:Baxter S.A' 'NSX:Bỉ","oliclinomel_n7","tui","acid_amin",2,47,24,20639984,0,0,0,0,24,20639984,12,2018
"13613","OLIC01","OliClinomel N7-1000 E 10% + 40% + 20% [Acid amin + glucose + lipid (*) ](Lô:),Date )'HSX:Baxter S.A' 'NSX:Bỉ","oliclinomel_n7","tui","acid_amin",2,47,42,36119973.4,30,25799981,22,18919986.0666667,50,42999968.3333333,12,2018
"13614","OLIC01","OliClinomel N7-1000 E 10% + 40% + 20% [Acid amin + glucose + lipid (*) ](Lô:17C01N52),Date 310119)'HSX:Baxter S.A' 'NSX:Bỉ","oliclinomel_n7","tui","acid_amin",2,47,0,0,24,20639984,0,0,24,20639984,10,2018
"13615","OLIC01","OliClinomel N7-1000 E 10% + 40% + 20% [Acid amin + glucose + lipid (*) ](Lô:17C01N52),Date 310119)'HSX:Baxter S.A' 'NSX:Bỉ","oliclinomel_n7","tui","acid_amin",2,47,24,20639984,0,0,0,0,24,20639984,11,2018
"13616","OLIC01","OliClinomel N7-1000 E 10% + 40% + 20% [Acid amin + glucose + lipid (*) ](Lô:18A18N42),Date 311219)'HSX:Baxter S.A' 'NSX:Bỉ","oliclinomel_n7","tui","acid_amin",2,47,0,0,60,51599962,1,859999.366666667,59,50739962.6333333,9,2018
"13617","OLIC01","OliClinomel N7-1000 E 10% + 40% + 20% [Acid amin + glucose + lipid (*) ](Lô:18A18N42),Date 311219)'HSX:Baxter S.A' 'NSX:Bỉ","oliclinomel_n7","tui","acid_amin",2,47,59,50739962.6333333,30,25799981,26,22359983.5333333,63,54179960.1,10,2018
"13618","OLIC01","OliClinomel N7-1000 E 10% + 40% + 20% [Acid amin + glucose + lipid (*) ](Lô:18A18N42),Date 311219)'HSX:Baxter S.A' 'NSX:Bỉ","oliclinomel_n7","tui","acid_amin",2,47,63,54179960.1,0,0,21,18059986.7,42,36119973.4,11,2018
"13619","OLI002","OliClinomel N7-1000 E 10% + 40% + 20% [Acid amin + glucose + lipid (*)](Lô: ),Date 310119)'HSX:Baxter S.A' 'NSX:Belgium","oliclinomel_n7","tui","acid_amin",2,47,25,21499983.75,0,0,8,6879994.8,17,14619988.95,7,2018
"13620","OLI002","OliClinomel N7-1000 E 10% + 40% + 20% [Acid amin + glucose + lipid (*)](Lô: ),Date 310119)'HSX:Baxter S.A' 'NSX:Belgium","oliclinomel_n7","tui","acid_amin",2,47,84,72239946.4,0,0,16,13759989.7904762,68,58479956.6095238,7,2018
"13621","OLI002","OliClinomel N7-1000 E 10% + 40% + 20% [Acid amin + glucose + lipid (*)](Lô: ),Date 310119)'HSX:Baxter S.A' 'NSX:Belgium","oliclinomel_n7","tui","acid_amin",2,47,17,14619988.95,0,0,12,10319992.2,5,4299996.75,8,2018
"13622","OLI002","OliClinomel N7-1000 E 10% + 40% + 20% [Acid amin + glucose + lipid (*)](Lô: ),Date 310119)'HSX:Baxter S.A' 'NSX:Belgium","oliclinomel_n7","tui","acid_amin",2,47,5,4299996.75,0,0,5,4299996.75,0,0,9,2018
"13623","OLI002","OliClinomel N7-1000 E 10% + 40% + 20% [Acid amin + glucose + lipid (*)](Lô:),Date 310119)'HSX:Baxter S.A' 'NSX:Belgium","oliclinomel_n7","tui","acid_amin",2,47,68,58479956.6095238,0,0,68,58479956.6095238,0,0,8,2018
"13624",NA,"oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,7,6019995.52,162,139319896,127,109219918.08,42,36119973.44,7,2014
"13625",NA,"oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,42,36119973.44,90,77399941.5,63,54179959.79,69,59339955.15,8,2014
"13626",NA,"oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,69,59339955.15,65,55899958,71,61059953.95,63,54179959.2,9,2014
"13627",NA,"oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,63,54179959.2,84,72239946.1,96,82559937.95,51,43859967.35,10,2014
"13628",NA,"oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,51,43859967.35,60,51599961.5,55,47299964.73,56,48159964.12,11,2014
"13629",NA,"oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,56,48159964.12,30,25799980.5,47,40419969.95,39,33539974.67,12,2014
"13630","OLNT2","oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,39,33539974.67,100,85999936,103,88579933.48,36,30959977.19,1,2015
"13631","OLNT2","oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,36,30959977.19,60,51599962,48,41279969.63,48,41279969.56,2,2015
"13632","OLNT2","oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,48,41279969.56,72,61919953,54,46439965.56,66,56759957,3,2015
"13633","OLNT2","oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,66,56759957,36,30959976.6,56,48159963.57,46,39559970.03,4,2015
"13634","OLNT2","oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,46,39559970.03,72,61919953.2,35,30099977.16,83,71379946.07,5,2015
"13635","OLNT2","oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,83,71379946.07,0,0,5,4299996.75,78,67079949.32,6,2015
"13636","OLNT2","oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,78,67079949.32,30,25799981,57,49019962.95,51,43859967.37,7,2015
"13637","OLNT2","oliclinomel n7-1000 e, 20%+ 10%+ 40%, 1000ml
 ,túi (baxter,bỉ)","oliclinomel_n7","tui","acid_amin",2,47,51,43859967.37,120,103199924,86,73959945.12,85,73099946.25,8,2015
"13638","OmeT3","omeprazol, 20mg,viên (domesco,việt nam)","omeprazol_20mg_domes","vien","omeprazol_20",2,32,0,0,10000,2100000,0,0,10000,2100000,4,2015
"13639","OmeT3","omeprazol, 20mg,viên (domesco,việt nam)","omeprazol_20mg_domes","vien","omeprazol_20",2,32,10000,2100000,0,0,4714,989940,5286,1110060,5,2015
"13640","OmeT3","omeprazol, 20mg,viên (domesco,việt nam)","omeprazol_20mg_domes","vien","omeprazol_20",2,32,5286,1110060,0,0,5286,1110060,0,0,6,2015
"13641","OmeT3","omeprazol, 20mg,viên (domesco,việt nam)","omeprazol_20mg_domes","vien","omeprazol_20",2,32,0,0,0,0,0,0,0,0,7,2015
"13642",NA,"omerazol, 20mg,viên (domesco,việt nam)","omeprazol_20mg_domes","vien","omeprazol_20",2,32,0,0,1200,763635.6,1200,763635.6,0,0,1,2014
"13643","ONCO01","Oncoginase 10.000UI [L-asparaginase](Lô:2017110101),Date 311019)'HSX:Beijing Shuanglu Pharmaceutical Co. Ltd' 'NSX:Trung Quốc","Oncoginase","lo","l_asparaginase_10000",2,18,0,0,100,1.02e+08,48,48960000,52,53040000,10,2018
"13644","ONCO01","Oncoginase 10.000UI [L-asparaginase](Lô:2017110101),Date 311019)'HSX:Beijing Shuanglu Pharmaceutical Co. Ltd' 'NSX:Trung Quốc","Oncoginase","lo","l_asparaginase_10000",2,18,52,53040000,0,0,52,53040000,0,0,11,2018
"13645","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories limited.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,174,939598.26,0,0,2,10799.98,172,928798.28,4,2017
"13646","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories limited.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,172,928798.28,0,0,20,107999.8,152,820798.48,5,2017
"13647","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories limited.,india) 6121363, 01/07/2019","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,152,820798.48,0,0,55,296999.45,97,523799.03,6,2017
"13648","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories limited.,india) 6121363, 01/07/2019","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,97,523799.03,0,0,28,151199.72,69,372599.31,7,2017
"13649","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories limited.,india) 6121363, 01/07/2019","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,69,372599.31,0,0,69,372599.31,0,0,8,2017
"13650","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories ltd.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,452,2440795.48,300,1619998,241,1301397.59,511,2759395.89,3,2016
"13651","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories ltd.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,511,2759395.89,0,0,192,1036798.08,319,1722597.81,4,2016
"13652","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories ltd.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,319,1722597.81,500,2699996,168,907199.32,651,3515394.49,5,2016
"13653","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories ltd.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,651,3515394.49,500,2699996,165,890998.35,986,5324392.14,6,2016
"13654","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories ltd.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,986,5324392.14,0,0,156,842399.44,830,4481992.7,7,2016
"13655","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories ltd.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,830,4481992.7,0,0,126,680398.74,704,3801593.96,8,2016
"13656","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories ltd.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,704,3801593.96,0,0,199,1074598.01,505,2726995.95,9,2016
"13657","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories ltd.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,505,2726995.95,300,1619998,273,1474198.27,532,2872795.68,10,2016
"13658","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories ltd.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,532,2872795.68,500,2699996,238,1285198.62,794,4287593.06,11,2016
"13659","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories ltd.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,794,4287593.06,500,2699996,244,1317597.56,1050,5669991.5,12,2016
"13660","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories ltd.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,1050,5669991.5,0,0,260,1403997.4,790,4265994.1,1,2017
"13661","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories ltd.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,790,4265994.1,0,0,301,1625398.99,489,2640595.11,2,2017
"13662","OndT","ondem tablets 8 mg
 , 8mg ondansetron
 ,viên (alkem laboratories ltd.,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,489,2640595.11,0,0,315,1700996.85,174,939598.26,3,2017
"13663",NA,"ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,342,2000700,300,1755000,228,1333800,414,2421900,12,2014
"13664","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,414,2421900,0,0,280,1638000,134,783900,1,2015
"13665","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,134,783900,600,3510000,252,1474200,482,2819700,2,2015
"13666","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,482,2819700,300,1755000,344,2012400,438,2562300,3,2015
"13667","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,438,2562300,500,2925000,261,1526850,677,3960450,4,2015
"13668","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,677,3960450,0,0,106,620100,571,3340350,5,2015
"13669","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,571,3340350,0,0,190,1111500,381,2228850,6,2015
"13670","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,381,2228850,500,2925000,257,1503450,624,3650400,7,2015
"13671","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,624,3650400,0,0,154,900900,470,2749500,8,2015
"13672","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,470,2749500,0,0,143,836550,327,1912950,9,2015
"13673","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,327,1912950,0,0,187,1093950,140,819000,10,2015
"13674","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,140,819000,500,2699996,150,873000.9,490,2645995.1,11,2015
"13675","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,490,2645995.1,0,0,86,464399.14,404,2181595.96,12,2015
"13676","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,404,2181595.96,0,0,192,1036798.08,212,1144797.88,1,2016
"13677","OndT","ondem, 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,212,1144797.88,500,2699996,260,1403998.4,452,2440795.48,2,2016
"13678",NA,"ondem(ondansetron), 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,0,0,500,3225000,1,6450,499,3218550,2,2014
"13679",NA,"ondem(ondansetron), 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,499,3218550,0,0,84,541800,415,2676750,3,2014
"13680",NA,"ondem(ondansetron), 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,415,2676750,0,0,132,851400,283,1825350,4,2014
"13681",NA,"ondem(ondansetron), 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,283,1825350,0,0,100,645000,183,1180350,5,2014
"13682",NA,"ondem(ondansetron), 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,183,1180350,200,1170000,124,799800,259,1550550,6,2014
"13683",NA,"ondem(ondansetron), 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,259,1550550,0,0,105,649650,154,900900,7,2014
"13684",NA,"ondem(ondansetron), 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,154,900900,200,1170000,127,742950,227,1327950,8,2014
"13685",NA,"ondem(ondansetron), 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,227,1327950,150,877500,221,1292850,156,912600,9,2014
"13686",NA,"ondem(ondansetron), 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,156,912600,300,1755000,206,1205100,250,1462500,10,2014
"13687",NA,"ondem(ondansetron), 8mg,viên (alkem,india)","ondem tablets 8 mg","vien","ondansetron_8mg",2,33,250,1462500,300,1755000,208,1216800,342,2000700,11,2014
"13688",NA,"orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,24,134754,0,0,4,24670.8,20,110083.2,12,2014
"13689","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,1,2015
"13690","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,2,2015
"13691","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,3,2015
"13692","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,4,2015
"13693","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,5,2015
"13694","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,6,2015
"13695","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,7,2015
"13696","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,8,2015
"13697","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,9,2015
"13698","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,10,2015
"13699","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,11,2015
"13700","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,12,2015
"13701","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,1,2016
"13702","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,2,2016
"13703","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,0,0,20,110083.2,3,2016
"13704","OraT","orafar, 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,20,110083.2,0,0,20,110083.2,0,0,4,2016
"13705",NA,"orafar(benzoic acid+bric acid+thymol+menthol), 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,24,134754,0,0,0,0,24,134754,1,2014
"13706",NA,"orafar(benzoic acid+bric acid+thymol+menthol), 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,24,134754,0,0,0,0,24,134754,2,2014
"13707",NA,"orafar(benzoic acid+bric acid+thymol+menthol), 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,24,134754,0,0,0,0,24,134754,3,2014
"13708",NA,"orafar(benzoic acid+bric acid+thymol+menthol), 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,24,134754,0,0,0,0,24,134754,4,2014
"13709",NA,"orafar(benzoic acid+bric acid+thymol+menthol), 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,24,134754,0,0,0,0,24,134754,5,2014
"13710",NA,"orafar(benzoic acid+bric acid+thymol+menthol), 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,24,134754,0,0,0,0,24,134754,6,2014
"13711",NA,"orafar(benzoic acid+bric acid+thymol+menthol), 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,24,134754,0,0,0,0,24,134754,7,2014
"13712",NA,"orafar(benzoic acid+bric acid+thymol+menthol), 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,24,134754,0,0,0,0,24,134754,8,2014
"13713",NA,"orafar(benzoic acid+bric acid+thymol+menthol), 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,24,134754,0,0,0,0,24,134754,9,2014
"13714",NA,"orafar(benzoic acid+bric acid+thymol+menthol), 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,24,134754,0,0,0,0,24,134754,10,2014
"13715",NA,"orafar(benzoic acid+bric acid+thymol+menthol), 90ml,chai (pharmadic,việt nam)","orafar","chai","benzoic_acid_bric_acid_thymol_menthol_90ml",2,30,24,134754,0,0,0,0,24,134754,11,2014
"13716",NA,"oralpost (diosmectit), h/30,gói (meyer - bpc,việt nam)","oralpost","goi","diosmectit_3g",2,36,600,708000,0,0,0,0,600,708000,1,2014
"13717",NA,"oralpost (diosmectit), h/30,gói (meyer - bpc,việt nam)","oralpost","goi","diosmectit_3g",2,36,600,708000,0,0,6,7080,594,700920,2,2014
"13718",NA,"oralpost (diosmectit), h/30,gói (meyer - bpc,việt nam)","oralpost","goi","diosmectit_3g",2,36,594,700920,0,0,140,165200,454,535720,3,2014
"13719",NA,"oralpost (diosmectit), h/30,gói (meyer - bpc,việt nam)","oralpost","goi","diosmectit_3g",2,36,454,535720,0,0,213,251340,241,284380,4,2014
"13720",NA,"oralpost (diosmectit), h/30,gói (meyer - bpc,việt nam)","oralpost","goi","diosmectit_3g",2,36,241,284380,0,0,144,169920,97,114460,5,2014
"13721",NA,"oralpost (diosmectit), h/30,gói (meyer - bpc,việt nam)","oralpost","goi","diosmectit_3g",2,36,97,114460,0,0,97,114460,0,0,6,2014
"13722","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,387,735034,900,1710000,482,915800,805,1529234,3,2016
"13723","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,805,1529234,1500,2849999.5,394,748600,1911,3630633.5,4,2016
"13724","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,1911,3630633.5,0,0,312,592800,1599,3037833.5,5,2016
"13725","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,1599,3037833.5,0,0,492,934799.5,1107,2103034,6,2016
"13726","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,1107,2103034,0,0,490,931000,617,1172034,7,2016
"13727","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,617,1172034,1200,2280000,636,1208400,1181,2243634,8,2016
"13728","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,1181,2243634,0,0,436,828400,745,1415234,9,2016
"13729","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,745,1415234,900,1710000,376,714400,1269,2410834,10,2016
"13730","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,1269,2410834,0,0,394,748600,875,1662234,11,2016
"13731","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,875,1662234,1800,3420000,380,722000,2295,4360234,12,2016
"13732","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,2295,4360234,0,0,309,587100,1986,3773134,1,2017
"13733","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,1986,3773134,0,0,373,708700,1613,3064434,2,2017
"13734","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,1613,3064434,900,1710000,466,885400,2047,3889034,3,2017
"13735","OrgT","orgametril , 5mg,viên (n.v.organon,hà lan)","orgametril","vien","lynestrenol_5mg",2,40,1660,3153734,0,0,424,805600,1236,2348134,5,2017
"13736","ORG001","Orgametril 5mg [Lynestrenol](Lô: ),Date 010622)'HSX:N.V.Organon' 'NSX:Hà lan","orgametril","vien","lynestrenol_5mg",2,40,291,552633.999999994,0,0,73,138633.271477662,218,414000.728522332,7,2018
